scope,feature,class,pi_f1cls_mean,pi_f1cls_std
5.0,budget,grasp,0.03530241075241214,0.00404920731583052
5.0,nodes,grasp,0.019732610619409386,0.0034609323007654467
5.0,hull_vertices,grasp,0.0018468427838992606,0.0012052337640401575
5.0,hull_area,grasp,0.0060583740965574505,0.0014894392961732302
5.0,hull_perimeter,grasp,-0.00026231866740080714,0.003971729145197448
5.0,hull_compactness,grasp,-0.0012680587949401635,0.002592809984544129
5.0,density,grasp,0.009700520521223143,0.002680341522241285
5.0,budget_per_node,grasp,0.042257147472568035,0.007674929258061766
5.0,rad_0_5__degree_min,grasp,0.0020217461086413646,0.0028613979966481736
5.0,rad_0_5__degree_avg,grasp,0.00031247682211237303,0.0035067442637150468
5.0,rad_0_5__clustering_avg,grasp,0.001727094468743462,0.0019048559711552745
5.0,rad_1_0__clustering_avg,grasp,0.0022000462977721513,0.001963091999795167
5.0,knn_3__degree_max,grasp,-0.0006188312253044836,0.0005067220369554537
5.0,knn_3__degree_avg,grasp,-0.00025755561935918435,0.0014525588107759326
5.0,knn_3__components,grasp,-0.0014836618247233036,0.002263973312321682
5.0,knn_3__component_largest,grasp,0.0018889247302622315,0.004849702744430392
5.0,knn_3__component_avg_size,grasp,0.003483419207802552,0.0007211996085540724
5.0,knn_3__clustering_avg,grasp,0.0020504316651951183,0.0016449502576980437
5.0,knn_5__degree_max,grasp,-0.00018467539974316162,0.001482206140421786
5.0,knn_5__degree_avg,grasp,0.002861585095668295,0.001416844712971458
5.0,knn_5__components,grasp,0.002277309354514778,0.0011502074153364376
5.0,knn_5__clustering_avg,grasp,-0.0017042142682264227,0.001598411694187556
5.0,knn_8__degree_max,grasp,-0.00014681272176275684,0.0017928558968304112
5.0,knn_8__degree_avg,grasp,-0.0033345011591181307,0.0018003430331215865
5.0,knn_8__components,grasp,0.001013967652751302,0.00115115812753559
5.0,knn_8__clustering_avg,grasp,-0.0003643152972215846,0.0016634006517949776
5.0,knn_12__degree_max,grasp,-0.0013058202393723128,0.0006529101196861564
5.0,knn_12__degree_avg,grasp,0.00029132354437617637,0.003019152562778805
5.0,knn_12__components,grasp,0.0015180644897536677,0.000946026923420669
5.0,knn_12__clustering_avg,grasp,0.0014147837169180334,0.0013203097422458388
5.0,nng_plain__degree_max,grasp,0.00032740405711007003,0.0006548081142201401
5.0,nng_plain__degree_avg,grasp,0.0017402929730708338,0.001574597957805729
5.0,nng_plain__component_largest,grasp,-0.0003999723755327311,0.002298079385841381
5.0,nng_plain__clustering_avg,grasp,0.0,0.0
5.0,delaunay__degree_max,grasp,-0.0012694362019205485,0.001501846446269813
5.0,delaunay__degree_avg,grasp,0.002781502879912101,0.00346367256255407
5.0,delaunay__clustering_avg,grasp,0.0002643724801566494,0.002678610980471378
5.0,mst__degree_avg,grasp,0.01303365471834741,0.0012851152522823457
5.0,mst__mst_edge_sum,grasp,0.003627741252698624,0.002676618323729299
5.0,mst__mst_edge_max,grasp,-0.0016312266325859913,0.003081887549908489
5.0,mst__mst_diameter,grasp,0.001162159663409268,0.0015033544704252271
5.0,mst__mst_edge_sum_per_sqrtA,grasp,0.0023800904208348683,0.002745163601805715
5.0,mst__mst_edge_max_per_sqrtA,grasp,-0.0005517697183973879,0.002131488875066031
