scope,feature,class,pi_f1cls_mean,pi_f1cls_std
40.0,budget,grasp,0.016695811645883962,0.0039720671212427235
40.0,nodes,grasp,0.005571471536806061,0.0028978527267682326
40.0,hull_vertices,grasp,0.002222668373029801,0.001482075857226536
40.0,hull_area,grasp,0.0030765021276249805,0.001195054015859121
40.0,hull_perimeter,grasp,0.003948955149820721,0.0010575683530460866
40.0,hull_compactness,grasp,0.0015712838871529077,0.0008539647113346786
40.0,density,grasp,0.0026683977516643864,0.0009822390008282812
40.0,budget_per_node,grasp,0.01933439874681664,0.005070360337977144
40.0,rad_0_5__degree_min,grasp,0.002126732015776911,0.0007426725591802867
40.0,rad_0_5__degree_avg,grasp,0.0026525096185369803,0.0014893332332693815
40.0,rad_0_5__clustering_avg,grasp,0.002799033204688861,0.0008686977244724559
40.0,rad_1_0__clustering_avg,grasp,0.0020303907184435087,0.0012757966150770549
40.0,knn_3__degree_max,grasp,0.00017480492402304203,0.0003496098480460841
40.0,knn_3__degree_avg,grasp,0.0019202396475505924,0.0006521392771717298
40.0,knn_3__components,grasp,0.0003728920106982114,0.0016576305519735836
40.0,knn_3__component_largest,grasp,0.003574146059990557,0.0014797866053966023
40.0,knn_3__component_avg_size,grasp,-0.0005253986646996944,0.0004289862133512933
40.0,knn_3__clustering_avg,grasp,0.0010489004030197258,0.0004156321461835832
40.0,knn_5__degree_max,grasp,-0.00032529703135693034,0.0007446194248314246
40.0,knn_5__degree_avg,grasp,0.0027460310219257654,0.0007794518485064765
40.0,knn_5__components,grasp,0.0006992196960921681,0.0003496098480460841
40.0,knn_5__clustering_avg,grasp,0.0006003049000282923,0.000490146898387261
40.0,knn_8__degree_max,grasp,0.0008004065333710563,0.00040020326668552817
40.0,knn_8__degree_avg,grasp,0.001996966694799274,0.0012044332164333484
40.0,knn_8__components,grasp,0.003311505127705927,0.001013409043088958
40.0,knn_8__clustering_avg,grasp,0.0012264008323335629,0.0011003076026437745
40.0,knn_12__degree_max,grasp,0.0005743519988631318,0.0009137033650515279
40.0,knn_12__degree_avg,grasp,0.0020478871572629175,0.0010174024740200053
40.0,knn_12__components,grasp,0.003268739978064561,0.0006971628662581609
40.0,knn_12__clustering_avg,grasp,-0.00017611770470660204,0.0010210244391629447
40.0,nng_plain__degree_max,grasp,0.00040020326668552817,0.000490146898387261
40.0,nng_plain__degree_avg,grasp,0.0022233220657869703,0.000427323063425804
40.0,nng_plain__component_largest,grasp,0.0014996512550980556,0.00046800558992586203
40.0,nng_plain__clustering_avg,grasp,0.0,0.0
40.0,delaunay__degree_max,grasp,0.0007747815964160853,0.0006771332247598235
40.0,delaunay__degree_avg,grasp,0.003678130911588684,0.0018483322836302073
40.0,delaunay__clustering_avg,grasp,0.0015766199823117999,0.000789878944112864
40.0,mst__degree_avg,grasp,0.002774004135177921,0.0011051414363308565
40.0,mst__mst_edge_sum,grasp,0.003050782750676784,0.0013535201888531555
40.0,mst__mst_edge_max,grasp,0.0036330301695336907,0.0010393599154647
40.0,mst__mst_diameter,grasp,0.0009998517114433226,0.000782379367443969
40.0,mst__mst_edge_sum_per_sqrtA,grasp,0.0025712498061588817,0.0010170661519272556
40.0,mst__mst_edge_max_per_sqrtA,grasp,0.003738490882890577,0.0006731125423619007
40.0,mst__mst_edge_sum_units_s,grasp,0.002455953631451102,0.0013609170443535463
40.0,mst__mst_edge_sum_units_m,grasp,5.073527700005798e-05,0.0008970382111725087
40.0,budget,greedy,0.07402841108723462,0.06460981731182289
40.0,nodes,greedy,0.1288141923436041,0.06645579404458828
40.0,hull_vertices,greedy,-0.02933143669985775,0.016862996922985894
40.0,hull_area,greedy,-0.006923076923076932,0.005652668637191957
40.0,hull_perimeter,greedy,0.002195121951219514,0.004390243902439029
40.0,hull_compactness,greedy,-0.007157104769428257,0.011760589132515766
40.0,density,greedy,0.08034799505387741,0.04843738061137038
40.0,budget_per_node,greedy,0.04044670499778861,0.07328923939932792
40.0,rad_0_5__degree_min,greedy,0.03294046561055549,0.02649308550830244
40.0,rad_0_5__degree_avg,greedy,0.05733184312131682,0.029497279939063308
40.0,rad_0_5__clustering_avg,greedy,-0.03474046278924327,0.020529973456439265
40.0,rad_1_0__clustering_avg,greedy,-0.006927838856668289,0.02347979966717368
40.0,knn_3__degree_max,greedy,-0.011659919028340082,0.007491082078595586
40.0,knn_3__degree_avg,greedy,-0.00011257035647279645,0.007120909264509956
40.0,knn_3__components,greedy,0.04601123390597076,0.014432909934442696
40.0,knn_3__component_largest,greedy,0.017806105700842546,0.030051475556922537
40.0,knn_3__component_avg_size,greedy,-0.007044534412955461,0.009444052069454444
40.0,knn_3__clustering_avg,greedy,-0.007044534412955461,0.009444052069454444
40.0,knn_5__degree_max,greedy,-0.0023076923076923105,0.004615384615384622
40.0,knn_5__degree_avg,greedy,-0.03266773876529973,0.012973734744748314
40.0,knn_5__components,greedy,-0.018825910931174073,0.0059501775128336055
40.0,knn_5__clustering_avg,greedy,0.0,0.0
40.0,knn_8__degree_max,greedy,-0.006923076923076932,0.005652668637191957
40.0,knn_8__degree_avg,greedy,0.0034378629500580902,0.016290845449347714
40.0,knn_8__components,greedy,0.04807175596649281,0.020932718153239896
40.0,knn_8__clustering_avg,greedy,0.002195121951219514,0.004390243902439029
40.0,knn_12__degree_max,greedy,-0.0023076923076923105,0.004615384615384622
40.0,knn_12__degree_avg,greedy,-0.037804878048780466,0.0
40.0,knn_12__components,greedy,-0.024345479082321164,0.02115620392923915
40.0,knn_12__clustering_avg,greedy,-0.004615384615384621,0.005652668637191957
40.0,nng_plain__degree_max,greedy,0.0,0.0
40.0,nng_plain__degree_avg,greedy,0.0,0.0
40.0,nng_plain__component_largest,greedy,-0.011781376518218612,0.01059259730060653
40.0,nng_plain__clustering_avg,greedy,0.0,0.0
40.0,delaunay__degree_max,greedy,-0.002420262664165107,0.008455150407290214
40.0,delaunay__degree_avg,greedy,0.032332754964333923,0.04695995627649705
40.0,delaunay__clustering_avg,greedy,-0.018957216325637384,0.009947196130789974
40.0,mst__degree_avg,greedy,0.07392156862745099,0.05032526947854667
40.0,mst__mst_edge_sum,greedy,0.0014179146623843342,0.01909629746999488
40.0,mst__mst_edge_max,greedy,0.04201979307242466,0.03172526986143999
40.0,mst__mst_diameter,greedy,-0.00011257035647279645,0.007120909264509956
40.0,mst__mst_edge_sum_per_sqrtA,greedy,-0.024605510022711552,0.017866902976306616
40.0,mst__mst_edge_max_per_sqrtA,greedy,0.03952766531713901,0.009415642044983578
40.0,mst__mst_edge_sum_units_s,greedy,0.06252945252945252,0.016526716792359664
40.0,mst__mst_edge_sum_units_m,greedy,-0.01558295363173411,0.02571920042685321
40.0,budget,ils,0.2629122429755059,0.03970716059815778
40.0,nodes,ils,0.020853468674144216,0.014956348078374468
40.0,hull_vertices,ils,0.007823281928476344,0.005292893260209458
40.0,hull_area,ils,0.017325549271785333,0.004817692946535233
40.0,hull_perimeter,ils,0.023388466779920458,0.01343044514819939
40.0,hull_compactness,ils,0.018546666030564672,0.005266017822274338
40.0,density,ils,0.04622520922960642,0.009308883843089913
40.0,budget_per_node,ils,0.28321457396813704,0.05045262299149902
40.0,rad_0_5__degree_min,ils,0.00624491144985011,0.006328371051226401
40.0,rad_0_5__degree_avg,ils,0.020961188122581808,0.016873279840384618
40.0,rad_0_5__clustering_avg,ils,0.01702758474485615,0.006629059009944264
40.0,rad_1_0__clustering_avg,ils,0.0041138019447977126,0.002590574416414415
40.0,knn_3__degree_max,ils,0.003300539511266276,0.0016502697556331383
40.0,knn_3__degree_avg,ils,0.02336186060774792,0.004333886124930908
40.0,knn_3__components,ils,0.011537732682784263,0.006459680480394641
40.0,knn_3__component_largest,ils,0.020713001163651712,0.006391607350385831
40.0,knn_3__component_avg_size,ils,-0.009532963917663118,0.0016682306328850152
40.0,knn_3__clustering_avg,ils,0.012151137827393698,0.0019982956252847
40.0,knn_5__degree_max,ils,-0.007468528509467931,0.005797101449275388
40.0,knn_5__degree_avg,ils,0.026072706454844698,0.01053409709353953
40.0,knn_5__components,ils,0.006220247540463353,0.004189146302761015
40.0,knn_5__clustering_avg,ils,0.0024754046334497072,0.002021159419624337
40.0,knn_8__degree_max,ils,0.005752199256145718,0.0019920779891261396
40.0,knn_8__degree_avg,ils,0.014480179280246164,0.009025552715462702
40.0,knn_8__components,ils,0.021005469785502284,0.008439897698209721
40.0,knn_8__clustering_avg,ils,0.005728708777095836,0.0041450112059894136
40.0,knn_12__degree_max,ils,0.001710898908330516,0.009539550508946863
40.0,knn_12__degree_avg,ils,0.008014317825582196,0.010736420424799789
40.0,knn_12__components,ils,0.033490768570201765,0.0052586726981176
40.0,knn_12__clustering_avg,ils,0.01641158977784136,0.005886994843182559
40.0,nng_plain__degree_max,ils,0.001650269755633138,0.002021159419624337
40.0,nng_plain__degree_avg,ils,0.01884929154143409,0.00520608597113644
40.0,nng_plain__component_largest,ils,0.004155812132268166,0.00657607351859042
40.0,nng_plain__clustering_avg,ils,0.0,0.0
40.0,delaunay__degree_max,ils,0.008344958435029182,0.008325602693495164
40.0,delaunay__degree_avg,ils,0.008497995270895408,0.011192332646127751
40.0,delaunay__clustering_avg,ils,0.011848339919932883,0.00663436487020766
40.0,mst__degree_avg,ils,0.015843542498137998,0.00959351245500905
40.0,mst__mst_edge_sum,ils,0.01773086525770078,0.006069170915746214
40.0,mst__mst_edge_max,ils,0.03806339593078876,0.006970674539643459
40.0,mst__mst_diameter,ils,0.007063647717180111,0.007736738737365201
40.0,mst__mst_edge_sum_per_sqrtA,ils,0.020156743821686772,0.005435124986558527
40.0,mst__mst_edge_max_per_sqrtA,ils,0.03168430069489392,0.005835682344976972
40.0,mst__mst_edge_sum_units_s,ils,0.030274233740925437,0.009293194554548707
40.0,mst__mst_edge_sum_units_m,ils,0.007489685814027291,0.005996668394252827
40.0,budget,vns,-0.0035388267646332184,0.004724814421118259
40.0,nodes,vns,0.009203385372571437,0.0058411538643931915
40.0,hull_vertices,vns,0.0,0.0
40.0,hull_area,vns,0.0023191246121182286,0.0028403359748098087
40.0,hull_perimeter,vns,0.0,0.0
40.0,hull_compactness,vns,0.0,0.0
40.0,density,vns,0.004638249224236457,0.0023191246121182286
40.0,budget_per_node,vns,-0.0009549961562345555,0.006837457242041485
40.0,rad_0_5__degree_min,vns,0.0,0.0
40.0,rad_0_5__degree_avg,vns,0.0,0.0
40.0,rad_0_5__clustering_avg,vns,-0.00491315136476429,0.004746485977312841
40.0,rad_1_0__clustering_avg,vns,-0.0065150437535890894,0.004073828419022227
40.0,knn_3__degree_max,vns,0.0,0.0
40.0,knn_3__degree_avg,vns,0.0,0.0
40.0,knn_3__components,vns,0.0,0.0
40.0,knn_3__component_largest,vns,0.0034786869181773427,0.0028403359748098087
40.0,knn_3__component_avg_size,vns,0.0,0.0
40.0,knn_3__clustering_avg,vns,0.0,0.0
40.0,knn_5__degree_max,vns,0.0,0.0
40.0,knn_5__degree_avg,vns,-0.004698097601323425,0.0023490488006617126
40.0,knn_5__components,vns,0.0,0.0
40.0,knn_5__clustering_avg,vns,0.0,0.0
40.0,knn_8__degree_max,vns,0.0,0.0
40.0,knn_8__degree_avg,vns,0.0,0.0
40.0,knn_8__components,vns,0.0,0.0
40.0,knn_8__clustering_avg,vns,0.0,0.0
40.0,knn_12__degree_max,vns,0.0,0.0
40.0,knn_12__degree_avg,vns,-0.005872622001654282,0.0
